question,answer,movie_name
好 ， 我們 多 了 一 位 客人,對 ， 真 抱歉,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
對 ， 真 抱歉,妳 也 知道 我 媽的 個性,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
妳 也 知道 我 媽的 個性,妳 … 妳 真的 不 介意 嗎 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
妳 … 妳 真的 不 介意 嗎 ？,我 不 介意,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 不 介意,我 希望 你 的 所有 親朋好友 都 能 來,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 希望 你 的 所有 親朋好友 都 能 來,如果 你 也 希望 她 參加 的話,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
如果 你 也 希望 她 參加 的話,是 ， 當然,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
是 ， 當然,至少 我們 這 週末 可以 留下 很 好 的 畫面,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
至少 我們 這 週末 可以 留下 很 好 的 畫面,好 ， 當然,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
好 ， 當然,我 覺得 很 棒 ， 很 有 藝術感,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 覺得 很 棒 ， 很 有 藝術感,最好 是 ，   藝術感,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
最好 是 ，   藝術感,好 ， 我們 走 吧 ， 我 拿 這 個 ，   好,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
好 ， 我們 走 吧 ， 我 拿 這 個 ，   好,不用 ， 我 來 ， 妳 …,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
不用 ， 我 來 ， 妳 …,不用 ， 我 來 ， 走 吧,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
不用 ， 我 來 ， 走 吧,我 真的 很 想 知道,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 真的 很 想 知道,傑米 和 普瑞雅 會不會 復合 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
傑米 和 普瑞雅 會不會 復合 ？,妳 得 看 播出 才 能 知道,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
妳 得 看 播出 才 能 知道,我 就 知道,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 就 知道,不過 蠻 可憐 的,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
不過 蠻 可憐 的,說到 八卦 ， 我們 來 聊聊 新娘 的 事 吧,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
說到 八卦 ， 我們 來 聊聊 新娘 的 事 吧,你們 覺得 她 怎樣 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
你們 覺得 她 怎樣 ？,她 很 棒,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
她 很 棒,她人 很 好,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
她人 很 好,是 啊 ， 好像 大家 都 這麼 認為,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
是 啊 ， 好像 大家 都 這麼 認為,你們 有 跟 她 相處 很 久 嗎 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
你們 有 跟 她 相處 很 久 嗎 ？,聽說 他們 進展 蠻 快 的,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
聽說 他們 進展 蠻 快 的,那 當然,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
那 當然,但 我們 跟 她 相處 的 時間 也 不 短,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
但 我們 跟 她 相處 的 時間 也 不 短,她 很 積極 親近 我們,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
她 很 積極 親近 我們,她 好像 很 喜歡 一家人 的 感覺,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
她 好像 很 喜歡 一家人 的 感覺,她 爸 媽 不 在 身邊 嗎 ？ 還是 …,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
她 爸 媽 不 在 身邊 嗎 ？ 還是 …,他們 其實 就 住 在 西雅圖 而已,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
他們 其實 就 住 在 西雅圖 而已,但 據說 凱瑟蒂 ， 已經 好幾 年 沒 跟 他們 聯絡 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
但 據說 凱瑟蒂 ， 已經 好幾 年 沒 跟 他們 聯絡 了,喬 ， 這 不關 我們 的 事,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
喬 ， 這 不關 我們 的 事,嘿 ， 這樣 我們 就 能 ， 有 更多 時間 跟 孫子女 相處 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
她 跟 他 家人 這麼 熟 啊 ？,看來 應該 是,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
看來 應該 是,等等 ， 妳 不 知道 她 要 來 嗎 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
等等 ， 妳 不 知道 她 要 來 嗎 ？,不 知道 ，   什麼 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
不 知道 ，   什麼 ？,好 吧 ， 告訴 我 ， 妳 心情 如何 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
好 吧 ， 告訴 我 ， 妳 心情 如何 ？,不 太 理想 ， 但 現況 就 是 這樣,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
不 太 理想 ， 但 現況 就 是 這樣,好 吧 ， 妳 只要 一聲令下,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
好 吧 ， 妳 只要 一聲令下,我 就 會 幫 妳 埋葬 她 嬌小 的 屍體,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 就 會 幫 妳 埋葬 她 嬌小 的 屍體,小心 ！,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
小心 ！,妳 擊沉 了 我 的 戰艦 ！,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
妳 擊沉 了 我 的 戰艦 ！,懂 嗎 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
懂 嗎 ？,就 像 電影 《 超級 戰艦 》 一樣,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
就 像 電影 《 超級 戰艦 》 一樣,臭婊子,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
臭婊子,恭喜 ， 各位 王八蛋,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
臭婊子,表演 順利,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
嘿,他 要 最 烈 的 IPA 啤酒 ， 然後 … 我 也 要 一樣 的,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
他 要 最 烈 的 IPA 啤酒 ， 然後 … 我 也 要 一樣 的,艾莉 ，  尚恩,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
艾莉 ，  尚恩,妳 在 幹嘛 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
妳 在 幹嘛 ？,怎麼 回 事 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
怎麼 回 事 ？,你 那 天 知道 我 在 那 間 酒吧 ， 所以 才 特地 來 找 我,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
你 那 天 知道 我 在 那 間 酒吧 ， 所以 才 特地 來 找 我,我 很 高興 你 來 找 我,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 很 高興 你 來 找 我,大家 好,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
大家 好,我 是 今晚 的 新娘 兼 表演 者,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 是 今晚 的 新娘 兼 表演 者,我 想不到 我 更 喜歡 的 樂團 了 ， 所以 …,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 想不到 我 更 喜歡 的 樂團 了 ， 所以 …,但 說真的 ， 我 想 感謝 喬安 和 貝瑞,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
但 說真的 ， 我 想 感謝 喬安 和 貝瑞,不只 是 這 週末 的 事 ， 你們 一直 都 很 棒,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
不只 是 這 週末 的 事 ， 你們 一直 都 很 棒,我 也 不 知道 ， 因為 你們 接納 了 我,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 也 不 知道 ， 因為 你們 接納 了 我,總之 呢 ， 這 其實 是 ， 我們 最後 一 次 合體 演出,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
總之 呢 ， 這 其實 是 ， 我們 最後 一 次 合體 演出,至少 短時間 內 不會 再 合體 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
來自 西雅圖,我們 是 髒 腮紅,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我們 是 髒 腮紅,這 首 歌 是 要 送給 你 的 ， 寶貝,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
這 首 歌 是 要 送給 你 的 ， 寶貝,一 、 二 、 三,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
一 、 二 、 三,你 好 龐克 搖滾,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
你 好 龐克 搖滾,你 怎麼 會 那麼 龐克 搖滾 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
你 怎麼 會 那麼 龐克 搖滾 ？,你 真的 很 龐克 搖滾 ， 超他媽 龐克 搖滾,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
你 真的 很 龐克 搖滾 ， 超他媽 龐克 搖滾,你 真的 很 龐克 搖滾 ！,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
你 真的 很 龐克 搖滾 ！,每 天 都 是 我們 人生 最 美好 的 一 天,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
每 天 都 是 我們 人生 最 美好 的 一 天,每 天 都 是 我們 人生 最 美好 的 一 天,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
每 天 都 是 我們 人生 最 美好 的 一 天,好 ， 讓 一 讓,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
好 ， 讓 一 讓,我 要 表演 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 要 表演 了,傑瑞米 ， 不 要 ， 拜託 ， 來,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
傑瑞米 ， 不 要 ， 拜託 ， 來,他 怎麼 這麼 厲害 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
他 怎麼 這麼 厲害 ？,起來 ， 別 跳 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
起來 ， 別 跳 了,再一次 ， 他 再 來 一 次 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
再一次 ， 他 再 來 一 次 了,嘿 ， 那邊 的 你 ！ 你 看起來 真 酷,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
嘿 ， 那邊 的 你 ！ 你 看起來 真 酷,你 的 衣服 好 貼身,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
你 的 衣服 好 貼身,非常 好看 ， 我 很 開心,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
非常 好看 ， 我 很 開心,我 希望 你 能 知道,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 希望 你 能 知道,我 很 龐克 搖滾,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 很 龐克 搖滾,你 很 龐克 搖滾,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
你 很 龐克 搖滾,不要 ， 嘿 ， 拍 那邊,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
不要 ， 嘿 ， 拍 那邊,我 知道 你 很 龐克 搖滾 ， 對 ， 你 是 我 的,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 知道 你 很 龐克 搖滾 ， 對 ， 你 是 我 的,對 ， 你 是 對 的 人 ， 對 ， 你 全 是 我 的,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
對 ， 你 是 對 的 人 ， 對 ， 你 全 是 我 的,對 ， 你 就 是 對 的 人,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
真是 太 巧 了 ， 各 位,現場 還 有 另 一 位 音樂人,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
現場 還 有 另 一 位 音樂人,我 只有 聽說 過 她 多 厲害,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 只有 聽說 過 她 多 厲害,但 我 不能 錯過 聽 她 現場 演唱 的 機會,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
但 我 不能 錯過 聽 她 現場 演唱 的 機會,請 大家 一起 歡迎 艾莉 ， 我們 多才多藝 的 攝影師,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
請 大家 一起 歡迎 艾莉 ， 我們 多才多藝 的 攝影師,不 對 ， 妳 搞錯 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
不 對 ， 妳 搞錯 了,所以 妳 之前 在 華盛頓 大學 ， 不會 幫 每 個 人 編歌 嗎 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
所以 妳 之前 在 華盛頓 大學 ， 不會 幫 每 個 人 編歌 嗎 ？,她 如果 不 是 在 編歌 ， 就 是 在 露奶 ！,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
她 如果 不 是 在 編歌 ， 就 是 在 露奶 ！,你 給 我 閉嘴,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
你 給 我 閉嘴,不 ， 我 現在 真的 不會 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
不 ， 我 現在 真的 不會 了,我 在 欣賞 妳們 的 表演 ， 妳們 很 厲害,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 在 欣賞 妳們 的 表演 ， 妳們 很 厲害,繼續 表演 吧,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
繼續 表演 吧,艾莉,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
艾莉,艾莉,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
艾莉,艾莉 … ，   艾莉 …,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
艾莉 … ，   艾莉 …,艾莉 …,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
準備 期望 落空 吧,妳 不用 錄影,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
妳 不用 錄影,不 對 ， 妳 已經 是 婚禮 的 一 部分 了 ， 我 想 紀錄 這 個 時刻,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
不 對 ， 妳 已經 是 婚禮 的 一 部分 了 ， 我 想 紀錄 這 個 時刻,好 吧,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
好 吧,我 拿起來 好了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 拿起來 好了,好 ， 我 … ，   好爛,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
好 ， 我 … ，   好爛,別 再 拖 時間 了 ！,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
別 再 拖 時間 了 ！,有 人 覺得 我 在 拖 時間 ， 但 我 其實 是 愛上 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
有 人 覺得 我 在 拖 時間 ， 但 我 其實 是 愛上 了,現場 所有 的 愛意,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
現場 所有 的 愛意,班尼 如果 不 快點 救 我 ， 他 就 死定 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
班尼 如果 不 快點 救 我 ， 他 就 死定 了,如果 我 有 首 好 曲子 就 好 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
如果 我 有 首 好 曲子 就 好 了,因為 …,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 回到 了 我 的 故鄉,跟 樂團 一起 站 在 臺 上 ， 但 重點 並 不 是 我,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
跟 樂團 一起 站 在 臺 上 ， 但 重點 並 不 是 我,重點 是 這 場 喜事,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
重點 是 這 場 喜事,一同 慶祝 婚禮,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
一同 慶祝 婚禮,新郎 是 尚恩 ， 這 位 是 凱瑟蒂,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
新郎 是 尚恩 ， 這 位 是 凱瑟蒂,傑瑞米 在 這裡 表演 蟲舞 給 大家 看,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
傑瑞米 在 這裡 表演 蟲舞 給 大家 看,他 在 我 眼 裡 還 是 小孩 ， 但 他 卻 有 兩 個 小孩 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
他 在 我 眼 裡 還 是 小孩 ， 但 他 卻 有 兩 個 小孩 了,今晚 不 算,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
今晚 不 算,喬喬 一直 在 笑,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
喬喬 一直 在 笑,還 策劃 了 美好 的 結婚 典禮,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
還 策劃 了 美好 的 結婚 典禮,這 是 很 棒 的 事 ， 雙方 結為 連 理,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
這 是 很 棒 的 事 ， 雙方 結為 連 理,貝瑞 還 沒 哭 ， 但 已 眼眶 含淚,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
貝瑞 還 沒 哭 ， 但 已 眼眶 含淚,髒 腮紅 上臺 表演,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
髒 腮紅 上臺 表演,讓 大家 相當 驚艷,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
讓 大家 相當 驚艷,尚恩 和 凱瑟蒂,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
尚恩 和 凱瑟蒂,這 是 婚禮 週末,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
這 是 婚禮 週末,代表 大家 都 能 免費 喝 酒 ， 嘿,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
代表 大家 都 能 免費 喝 酒 ， 嘿,親愛 的 寶貝 ， 尚恩 和 凱瑟蒂,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
親愛 的 寶貝 ， 尚恩 和 凱瑟蒂,他們 準備好 說,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
他們 準備好 說,我 願意 了 嗎 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
謝謝,真 酷,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
真 酷,小梅 有點 難過 ， 沒 被 妳 在 即興 演唱 中 提到,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
小梅 有點 難過 ， 沒 被 妳 在 即興 演唱 中 提到,沒 錯,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
沒 錯,沒關係 ， 小梅 很 難 押韻,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
沒關係 ， 小梅 很 難 押韻,才 怪,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
才 怪,咖啡 沒 、 棉被 沒 ， 安慰 沒 …,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
咖啡 沒 、 棉被 沒 ， 安慰 沒 …,艾 嘿 ， 可以 借 一 步 說話 嗎 ？ ，   … 匆忙 沒,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
艾 嘿 ， 可以 借 一 步 說話 嗎 ？ ，   … 匆忙 沒,好 ， 當然,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
好 ， 當然,妳 一定 想 得 出來 ，   好,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
妳 一定 想 得 出來 ，   好,之後 再 跟 我 說,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
之後 再 跟 我 說,妳 表現 得 很 好 ，   妳們 的 表演 太 厲害 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
妳 表現 得 很 好 ，   妳們 的 表演 太 厲害 了,好 ，   我 知道 ， 真 尷尬,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
好 ，   我 知道 ， 真 尷尬,我 剛剛 好像 回到 了 過去 ，   是 嗎 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 剛剛 好像 回到 了 過去 ，   是 嗎 ？,等等 ， 你們 上 次 見面 是 多久 之前 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
等等 ， 你們 上 次 見面 是 多久 之前 ？,天啊 ， 至少 十 年 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
天啊 ， 至少 十 年 了,我 想 也 是,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 想 也 是,我 都 不 知道 妳 跟 尚恩 還 有 聯絡,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 都 不 知道 妳 跟 尚恩 還 有 聯絡,我們 其實 沒有 聯絡,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我們 其實 沒有 聯絡,但 妳 也 知道 老朋友 就 是 這樣 ，   對,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
但 妳 也 知道 老朋友 就 是 這樣 ，   對,馬上 就 能 回到 以前 那樣,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
馬上 就 能 回到 以前 那樣,看來 確實 是 這樣 ，   是 啊,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
看來 確實 是 這樣 ，   是 啊,妳 不會 學 茱莉亞羅勃茲,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
妳 不會 學 茱莉亞羅勃茲,在 《 新娘 不 是 我 》 裡 ， 耍 的 那 種 手段 吧 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
在 《 新娘 不 是 我 》 裡 ， 耍 的 那 種 手段 吧 ？,什麼 ？ 才 不會,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
什麼 ？ 才 不會,但 如果 我 在場 會 讓 妳 感到 不 自在 …,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
但 如果 我 在場 會 讓 妳 感到 不 自在 …,不 ， 當然 不會,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
不 ， 當然 不會,如果 禁止 尚恩 的 老朋友 參加 婚禮 ， 那 我 就 太 不 厚道 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
如果 禁止 尚恩 的 老朋友 參加 婚禮 ， 那 我 就 太 不 厚道 了,寶貝 ， 艾文 和 蜜雪兒 要 走 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
寶貝 ， 艾文 和 蜜雪兒 要 走 了,要不要 來 跟 他們 道別 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
要不要 來 跟 他們 道別 ？,不用 ， 我們 明天 還 會 見面,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
不用 ， 我們 明天 還 會 見面,我們 正在 聊 事情,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我們 正在 聊 事情,好 ， 沒 問題,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
好 ， 沒 問題,等等 ， 你 可不可以 幫 我們 點酒 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
等等 ， 你 可不可以 幫 我們 點酒 ？,當然 可以 ， 好,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
當然 可以 ， 好,還 有 烈酒 ， 等等 ， 妳 會 跟 我 一起 喝 烈酒 吧 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
還 有 烈酒 ， 等等 ， 妳 會 跟 我 一起 喝 烈酒 吧 ？,我 很 喜歡 喝 烈酒 ， 一起 喝 烈酒吧,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 很 喜歡 喝 烈酒 ， 一起 喝 烈酒吧,烈酒 ，   謝謝,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
烈酒 ，   謝謝,好,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
妳 剛剛 怎麼 會 說 這 是 最後 一 場 演出 ？,其他 團員 都 在 西雅圖,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
其他 團員 都 在 西雅圖,我 現在 住 在 這裡 ，   一定 很 不 容易,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 現在 住 在 這裡 ，   一定 很 不 容易,是 啊 ， 畢竟 …,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
妳 幹嘛 死 盯 著 我 看 ？,這 他媽 是 怎麼 回 事 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
這 他媽 是 怎麼 回 事 ？,抱歉 ， 一定 是 烈酒害 的,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
抱歉 ， 一定 是 烈酒害 的,妳們 一起 表演 多久 了 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
